train_loss,epoch,step,val_loss
0.45900818705558777,0,49,
0.35692763328552246,0,99,
0.31699687242507935,0,149,
0.3126192092895508,0,199,
0.33715328574180603,0,249,
0.3197658658027649,0,299,
0.3203833997249603,0,349,
0.2970294654369354,0,399,
0.2860686480998993,0,449,
0.26445165276527405,0,499,
0.2698213458061218,0,549,
0.23463113605976105,0,599,
0.23107624053955078,0,649,
0.2847820222377777,0,699,
0.24723438918590546,0,749,
0.22699633240699768,0,799,
0.2640303671360016,0,849,
0.2540207505226135,0,899,
0.17564812302589417,0,949,
0.17522859573364258,0,999,
0.17843621969223022,0,1049,
0.18476977944374084,0,1099,
0.2160319834947586,0,1149,
0.18760032951831818,0,1199,
0.20257852971553802,0,1249,
0.14853434264659882,0,1299,
0.14977996051311493,0,1349,
0.17376001179218292,0,1399,
0.23170672357082367,0,1449,
0.12195619195699692,0,1499,
0.226920485496521,0,1549,
0.17568714916706085,0,1599,
0.13851292431354523,0,1649,
0.14137235283851624,0,1699,
0.2351834774017334,0,1749,
0.12608173489570618,0,1799,
0.2084171324968338,0,1849,
0.13080620765686035,0,1899,
0.20654217898845673,0,1949,
0.25255119800567627,0,1999,
0.14718198776245117,0,2049,
0.22721736133098602,0,2099,
0.11857302486896515,0,2149,
0.21574802696704865,0,2199,
0.2163679152727127,0,2249,
0.1875062733888626,0,2299,
0.22451387345790863,0,2349,
0.18538397550582886,0,2399,
0.15963460505008698,0,2449,
0.10676591843366623,0,2499,
0.2583666145801544,0,2549,
0.24053750932216644,0,2599,
0.24026571214199066,0,2649,
0.2148553431034088,0,2699,
0.15327416360378265,0,2749,
0.08109861612319946,0,2799,
0.14953996241092682,0,2849,
0.06235451623797417,0,2899,
0.1118588000535965,0,2949,
,0,2985,0.14438438415527344
0.15669694542884827,1,2999,
0.15000514686107635,1,3049,
0.11542794853448868,1,3099,
0.19895465672016144,1,3149,
0.1760583370923996,1,3199,
0.22705133259296417,1,3249,
0.15941523015499115,1,3299,
0.13069768249988556,1,3349,
0.2147425413131714,1,3399,
0.1388215869665146,1,3449,
0.1479022353887558,1,3499,
0.1559552401304245,1,3549,
0.1264936774969101,1,3599,
0.2606203556060791,1,3649,
0.10607349872589111,1,3699,
0.1302802562713623,1,3749,
0.12806032598018646,1,3799,
0.13229238986968994,1,3849,
0.08294381201267242,1,3899,
0.19064019620418549,1,3949,
0.05144655331969261,1,3999,
0.24142909049987793,1,4049,
0.1324494332075119,1,4099,
0.09707250446081161,1,4149,
0.24990110099315643,1,4199,
0.1507839411497116,1,4249,
0.11146431416273117,1,4299,
0.08925315737724304,1,4349,
0.0931418165564537,1,4399,
0.07777341455221176,1,4449,
0.14365699887275696,1,4499,
0.09330584853887558,1,4549,
0.13066771626472473,1,4599,
0.11725910753011703,1,4649,
0.23919974267482758,1,4699,
0.12042299658060074,1,4749,
0.07431963086128235,1,4799,
0.09009630233049393,1,4849,
0.15119826793670654,1,4899,
0.06637691706418991,1,4949,
0.07000423222780228,1,4999,
0.21417737007141113,1,5049,
0.09385791420936584,1,5099,
0.17788474261760712,1,5149,
0.11804763227701187,1,5199,
0.09825599193572998,1,5249,
0.07701500505208969,1,5299,
0.08464770764112473,1,5349,
0.0735212117433548,1,5399,
0.12554077804088593,1,5449,
0.03466203436255455,1,5499,
0.10746671259403229,1,5549,
0.052385833114385605,1,5599,
0.0590548999607563,1,5649,
0.1073029413819313,1,5699,
0.06581270694732666,1,5749,
0.10681714862585068,1,5799,
0.20214799046516418,1,5849,
0.13011953234672546,1,5899,
0.1297212690114975,1,5949,
,1,5971,0.12315715104341507
0.1440686732530594,2,5999,
0.16396482288837433,2,6049,
0.1623530089855194,2,6099,
0.10224241018295288,2,6149,
0.1678517907857895,2,6199,
0.09028489887714386,2,6249,
0.16300900280475616,2,6299,
0.06368695199489594,2,6349,
0.17217127978801727,2,6399,
0.045596104115247726,2,6449,
0.19713392853736877,2,6499,
0.06662096828222275,2,6549,
0.05498157814145088,2,6599,
0.13014808297157288,2,6649,
0.12826888263225555,2,6699,
0.04027522727847099,2,6749,
0.06247065216302872,2,6799,
0.04957978427410126,2,6849,
0.021059224382042885,2,6899,
0.11437775939702988,2,6949,
0.12548379600048065,2,6999,
0.07024066895246506,2,7049,
0.058809466660022736,2,7099,
0.11842968314886093,2,7149,
0.029193252325057983,2,7199,
0.0808602124452591,2,7249,
0.062135644257068634,2,7299,
0.2217225581407547,2,7349,
0.023018937557935715,2,7399,
0.06386108696460724,2,7449,
0.05760197713971138,2,7499,
0.14415906369686127,2,7549,
0.12800899147987366,2,7599,
0.023195035755634308,2,7649,
0.042725034058094025,2,7699,
0.0548466257750988,2,7749,
0.04156295582652092,2,7799,
0.07990344613790512,2,7849,
0.13186843693256378,2,7899,
0.09613415598869324,2,7949,
0.1332823783159256,2,7999,
0.10748901218175888,2,8049,
0.11869092285633087,2,8099,
0.05176424980163574,2,8149,
0.0859035775065422,2,8199,
0.11000128835439682,2,8249,
0.1204076036810875,2,8299,
0.07705961912870407,2,8349,
0.05277220159769058,2,8399,
0.18467891216278076,2,8449,
0.029607845470309258,2,8499,
0.13937951624393463,2,8549,
0.13533711433410645,2,8599,
0.05021975189447403,2,8649,
0.05983452871441841,2,8699,
0.09423691779375076,2,8749,
0.10917283594608307,2,8799,
0.1862807720899582,2,8849,
0.11360299587249756,2,8899,
0.04076553136110306,2,8949,
,2,8957,0.12329938262701035
0.12782590091228485,3,8999,
0.06219832971692085,3,9049,
0.024071047082543373,3,9099,
0.043411705642938614,3,9149,
0.17450237274169922,3,9199,
0.022336486726999283,3,9249,
0.13084784150123596,3,9299,
0.15817169845104218,3,9349,
0.05417295917868614,3,9399,
0.04902104660868645,3,9449,
0.09800557047128677,3,9499,
0.04931189492344856,3,9549,
0.1912621706724167,3,9599,
0.08377566933631897,3,9649,
0.13535049557685852,3,9699,
0.025442061945796013,3,9749,
0.0358392633497715,3,9799,
0.0593600869178772,3,9849,
0.116229347884655,3,9899,
0.02425202541053295,3,9949,
0.024916836991906166,3,9999,
0.05020248889923096,3,10049,
0.16139821708202362,3,10099,
0.08453871309757233,3,10149,
0.09178673475980759,3,10199,
0.07065627723932266,3,10249,
0.13585436344146729,3,10299,
0.07314219325780869,3,10349,
0.05051570013165474,3,10399,
0.11704220622777939,3,10449,
0.02369706705212593,3,10499,
0.04479905590415001,3,10549,
0.04055974632501602,3,10599,
0.03237146511673927,3,10649,
0.09473977982997894,3,10699,
0.1516016721725464,3,10749,
0.025433838367462158,3,10799,
0.05985847860574722,3,10849,
0.019078543409705162,3,10899,
0.07858798652887344,3,10949,
0.12197118252515793,3,10999,
0.049975473433732986,3,11049,
0.06309466063976288,3,11099,
0.14378075301647186,3,11149,
0.17640988528728485,3,11199,
0.07712241262197495,3,11249,
0.025459179654717445,3,11299,
0.03881821781396866,3,11349,
0.13803844153881073,3,11399,
0.09065369516611099,3,11449,
0.050935328006744385,3,11499,
0.2356077879667282,3,11549,
0.022172773256897926,3,11599,
0.05661478266119957,3,11649,
0.01816866360604763,3,11699,
0.07364147156476974,3,11749,
0.15834465622901917,3,11799,
0.086825430393219,3,11849,
0.058347225189208984,3,11899,
,3,11943,0.12466790527105331
