,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
122,5,SGDClassifier,0.975,0.7,0.73,0.971,0.7,0.975,0.714,0.973
123,5,SVC,0.982,0.808,0.86,0.981,0.808,0.982,0.827,0.981
124,5,LGBMClassifier,0.485,0.255,0.296,0.595,0.255,0.485,0.232,0.479
125,6,AdaBoostClassifier,0.64,0.364,0.283,0.463,0.364,0.64,0.301,0.518
126,6,BaggingClassifier,0.996,0.952,0.992,0.996,0.952,0.996,0.968,0.996
127,6,BernoulliNB,0.845,0.662,0.638,0.861,0.662,0.845,0.633,0.848
128,6,CalibratedClassifierCV,0.99,0.816,0.851,0.99,0.816,0.99,0.831,0.99
129,6,DecisionTreeClassifier,0.993,0.946,0.971,0.993,0.946,0.993,0.957,0.993
130,6,DummyClassifier,0.406,0.125,0.051,0.165,0.125,0.406,0.072,0.235
131,6,ExtraTreeClassifier,0.933,0.699,0.748,0.933,0.699,0.933,0.715,0.933
132,6,ExtraTreesClassifier,0.985,0.764,0.866,0.985,0.764,0.985,0.799,0.985
133,6,GaussianNB,0.923,0.929,0.727,0.94,0.929,0.923,0.752,0.929
134,6,KNeighborsClassifier,0.852,0.554,0.652,0.848,0.554,0.852,0.576,0.845
135,6,LabelPropagation,0.269,0.162,0.571,0.732,0.162,0.269,0.117,0.163
136,6,LabelSpreading,0.269,0.162,0.571,0.732,0.162,0.269,0.117,0.163
137,6,LinearDiscriminantAnalysis,0.983,0.988,0.939,0.984,0.988,0.983,0.956,0.983
138,6,LinearSVC,0.993,0.844,0.856,0.993,0.844,0.993,0.849,0.993
139,6,LogisticRegression,0.996,0.853,0.87,0.995,0.853,0.996,0.861,0.995
140,6,NearestCentroid,0.753,0.81,0.581,0.818,0.81,0.753,0.586,0.773
141,6,PassiveAggressiveClassifier,0.985,0.774,0.858,0.986,0.774,0.985,0.795,0.984
142,6,Perceptron,0.982,0.798,0.825,0.982,0.798,0.982,0.81,0.982
143,6,QuadraticDiscriminantAnalysis,0.888,0.694,0.676,0.9,0.694,0.888,0.682,0.888
144,6,RandomForestClassifier,0.984,0.733,0.864,0.984,0.733,0.984,0.772,0.982
145,6,RidgeClassifier,0.949,0.588,0.599,0.926,0.588,0.949,0.592,0.937
146,6,RidgeClassifierCV,0.949,0.588,0.599,0.926,0.588,0.949,0.592,0.937
147,6,SGDClassifier,0.978,0.71,0.735,0.973,0.71,0.978,0.722,0.975
148,6,SVC,0.976,0.787,0.853,0.976,0.787,0.976,0.809,0.976
149,6,LGBMClassifier,0.993,0.823,0.824,0.994,0.823,0.993,0.824,0.994
150,7,AdaBoostClassifier,0.64,0.411,0.241,0.429,0.36,0.64,0.287,0.51
151,7,BaggingClassifier,0.992,0.979,0.982,0.992,0.979,0.992,0.981,0.992
152,7,BernoulliNB,0.855,0.826,0.644,0.871,0.723,0.855,0.653,0.859
153,7,CalibratedClassifierCV,0.989,0.947,0.989,0.989,0.947,0.989,0.965,0.989
154,7,DecisionTreeClassifier,0.987,0.948,0.95,0.987,0.948,0.987,0.949,0.987
155,7,DummyClassifier,0.416,0.143,0.059,0.173,0.143,0.416,0.084,0.245
156,7,ExtraTreeClassifier,0.917,0.799,0.708,0.918,0.7,0.917,0.701,0.917
