train_loss_step,train_acc_step,train_prec_step,train_rec_step,train_f1_step,epoch,step,val_loss,val_acc,val_prec,val_rec,val_f1,train_loss_epoch,train_acc_epoch,train_prec_epoch,train_rec_epoch,train_f1_epoch,test_loss,test_acc,test_prec,test_rec,test_f1
1.8149865865707397,0.4000000059604645,0.26249998807907104,0.4000000059604645,0.2836363911628723,0,49,,,,,,,,,,,,,,,
1.69620680809021,0.0,0.0,0.0,0.0,0,99,,,,,,,,,,,,,,,
1.3876286745071411,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0,149,,,,,,,,,,,,,,,
1.394832730293274,0.5,0.5166666507720947,0.5,0.46000000834465027,0,199,,,,,,,,,,,,,,,
1.5848605632781982,0.30000001192092896,0.18666666746139526,0.30000001192092896,0.23000000417232513,0,249,,,,,,,,,,,,,,,
1.6227630376815796,0.30000001192092896,0.09000000357627869,0.30000001192092896,0.13846154510974884,0,299,,,,,,,,,,,,,,,
1.3349605798721313,0.4000000059604645,0.1599999964237213,0.4000000059604645,0.22857144474983215,0,349,,,,,,,,,,,,,,,
1.4214941263198853,0.30000001192092896,0.13333334028720856,0.30000001192092896,0.1846153885126114,0,399,,,,,,,,,,,,,,,
1.591164231300354,0.4000000059604645,0.1599999964237213,0.4000000059604645,0.22857144474983215,0,449,,,,,,,,,,,,,,,
1.6443264484405518,0.30000001192092896,0.11249999701976776,0.30000001192092896,0.16363637149333954,0,499,,,,,,,,,,,,,,,
1.9744173288345337,0.20000000298023224,0.03999999910593033,0.20000000298023224,0.06666667014360428,0,549,,,,,,,,,,,,,,,
1.4541208744049072,0.4000000059604645,0.1599999964237213,0.4000000059604645,0.22857144474983215,0,599,,,,,,,,,,,,,,,
1.7417423725128174,0.20000000298023224,0.03999999910593033,0.20000000298023224,0.06666667014360428,0,649,,,,,,,,,,,,,,,
1.4828355312347412,0.4000000059604645,0.1599999964237213,0.4000000059604645,0.22857144474983215,0,699,,,,,,,,,,,,,,,
1.4508464336395264,0.4000000059604645,0.1599999964237213,0.4000000059604645,0.22857144474983215,0,749,,,,,,,,,,,,,,,
1.468126654624939,0.30000001192092896,0.09000000357627869,0.30000001192092896,0.13846154510974884,0,799,,,,,,,,,,,,,,,
1.6622059345245361,0.5,0.25,0.5,0.3333333432674408,0,849,,,,,,,,,,,,,,,
1.3774179220199585,0.4000000059604645,0.222222238779068,0.4000000059604645,0.2857142984867096,0,899,,,,,,,,,,,,,,,
1.6927778720855713,0.20000000298023224,0.03999999910593033,0.20000000298023224,0.06666667014360428,0,949,,,,,,,,,,,,,,,
