care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent,moral_nonmoral_ratio,f_var,sent_var
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2469135802469136,0.0,0.0,0.0,0.0,-0.32467499999999994,0.0,0.0,0.0,0.0,0.3333333333333333,0.012193263222069806,0.021082771124999997
0.06145251396648044,0.056737588652482275,0.0,0.0,0.0,-0.15342954545454546,0.11031875,0.0,0.0,0.0,0.3333333333333333,0.001050446341870643,0.008834785970751548
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07427536231884058,0.0,0.021548027698353633,0.0,0.0,0.1958528455284554,0.0,0.12920262762762766,0.0,0.0,1.0,0.0010361806326016488,0.008479860990432853
0.022727272727272728,0.0,0.02490464437962755,0.0,0.0,-0.31251428571428574,0.0,0.012253941441441445,0.0,0.0,0.5,0.00017075258295995628,0.019946020746947773
0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.5318,0.0,0.0,0.0,0.2,0.00438957475994513,0.056562248
0.07694338633935952,0.030392156862745094,0.0030052185640153627,0.0,0.013986013986013988,0.11662333333333333,-0.0758458064516129,0.022151428571428582,0.0,-0.028169499999999997,1.6666666666666667,0.0009892945980469602,0.005099037700849628
0.059701492537313425,0.0,0.0641025641025641,0.0,0.0,0.02024999999999999,0.0,0.10041,0.0,0.0,0.6666666666666666,0.0011519795119020574,0.00189511587
0.0,0.055579096045197736,0.0,0.04901960784313725,0.0,0.0,-0.003621064814814797,0.0,0.16073333333333334,0.0,3.0,0.0008259450248180901,0.005227865892757629
0.0,0.0,0.0,0.09854014598540146,0.0995260663507109,0.0,0.0,0.0,0.15,-0.1678023809523809,0.6666666666666666,0.0029423883400588875,0.012648563524943306
0.08023759186549885,0.0,0.0,0.05925925925925926,0.0,-0.07589603174603173,0.0,0.0,-0.01655416666666666,0.0,3.0,0.0015144641653964713,0.0010812100578782434
0.0,0.038461538461538464,0.003708698583951449,0.04879951931273821,0.0,0.0,0.04869166666666667,0.09077500000000002,0.03155183566433566,0.0,1.0,0.0005548345391985596,0.0014392579334148036
0.0,0.0,0.13953488372093026,0.0,0.0,0.0,0.0,-0.13882083333333334,0.0,0.0,0.3333333333333333,0.003893996755002706,0.003854244753472222
0.027061855670103094,0.10017049422784602,0.003708698583951449,0.0,0.0,-0.013383333333333334,-0.00891709558823529,0.09077500000000002,0.0,0.0,1.3333333333333333,0.0018377786889597853,0.0018902438632414523
0.0,0.0,0.0,0.20610687022900764,0.0,0.0,0.0,0.0,0.5388407407407408,0.0,0.3333333333333333,0.008496008391119398,0.05806986877640606
0.0,0.17197452229299362,0.0,0.0,0.0,0.0,-0.2753518518518519,0.0,0.0,0.0,0.14285714285714285,0.005915047263580672,0.015163728463648838
0.12233445566778901,0.0,0.09715447154471545,0.0,0.0,-0.15676249999999997,0.0,0.030778750000000007,0.0,0.0,0.5714285714285714,0.003692408137721985,0.0055868579512499995
0.18978294943437374,0.0,0.0,0.0,0.0,0.21232626829268308,0.0,0.0,0.0,0.0,0.5,0.007203513579202012,0.009016488841419286
0.0,0.07746478873239436,0.0,0.0,0.0,0.0,-0.04310909090909091,0.0,0.0,0.0,0.16666666666666666,0.0012001586986708987,0.000371678743801653
0.016983695652173912,0.07681632653061224,0.003708698583951449,0.0,0.0,-0.126588,-0.09758506944444444,0.09077500000000002,0.0,0.0,1.0,0.0010753395649341986,0.007557114790294021
0.0,0.2967171717171717,0.0,0.0,0.0,0.0,-0.20846,0.0,0.0,0.0,0.2222222222222222,0.017608215998367514,0.00869111432
0.0,0.0,0.1153846153846154,0.0,0.0,0.0,0.0,-0.19233333333333336,0.0,0.0,0.5,0.002662721893491125,0.007398422222222224
0.03072625698324022,0.0,0.003708698583951449,0.04430798004987531,0.0,-0.07671477272727273,0.0,0.09077500000000002,-0.0035444352159468414,0.0,1.3333333333333333,0.00042024110689203983,0.0035289259060202163
0.0,0.11618257261410787,0.0,0.0,0.042682926829268296,0.0,-0.03808125,0.0,0.0,-0.06302142857142858,0.4,0.002568143259816612,0.0008443829344706635
0.0,0.06776059492453038,0.025575447570332484,0.0,0.027450980392156866,0.0,-0.07370398566950292,-0.026990400000000008,0.0,0.01942571428571429,0.8333333333333334,0.0007703142719644533,0.001304299545385813
0.0,0.0,0.0498092887592551,0.0,0.0,0.0,0.0,0.02450788288288289,0.0,0.0,0.3333333333333333,0.0004961930493405714,0.00012012726468022081
0.09183673469387756,0.0,0.04860186418109188,0.0,0.0,0.041688888888888886,0.0,0.01979657534246576,0.0,0.0,0.2857142857142857,0.0017128817575795105,0.000343443847432752
0.0,0.0,0.0,0.0,0.20833333333333331,0.0,0.0,0.0,0.0,0.14238,0.14285714285714285,0.008680555555555556,0.00405441288
0.0,0.0,0.0641025641025641,0.03333333333333334,0.0,0.0,0.0,0.10041,0.007316666666666666,0.0,0.3333333333333333,0.0008303747534516765,0.001953673692222222
0.05225579106471229,0.0,0.06605545617173525,0.0,0.0,-0.024467040816326537,0.0,0.07197604166666662,0.0,0.0,0.4444444444444444,0.0010736201863315346,0.0013319414069874983
0.0,0.0,0.0,0.0,0.20833333333333331,0.0,0.0,0.0,0.0,0.14238,0.2,0.008680555555555556,0.00405441288
0.2325581395348837,0.0,0.0,0.0,0.0,0.008439999999999998,0.0,0.0,0.0,0.0,0.14285714285714285,0.010816657652785283,1.4246719999999995e-05
0.06944444444444445,0.0,0.0,0.0,0.0,-0.26038,0.0,0.0,0.0,0.0,0.1111111111111111,0.0009645061728395062,0.013559548879999998
0.032653061224489785,0.09392251040666026,0.0,0.02616822429906542,0.02988505747126437,-0.06489924999999998,-0.07188124675324675,0.0,0.03377428571428571,0.008887692307692308,0.8333333333333334,0.0011987233431246533,0.0022067151554491064
0.0,0.0,0.06060888652960503,0.0,0.0,0.0,0.0,0.20522000000000004,0.0,0.0,0.3333333333333333,0.0007346874252717075,0.008423049680000006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08734939759036145,0.03056027164685908,0.012452322189813776,0.0,0.028571428571428567,-0.18077241379310346,0.022058680555555557,0.0061269707207207225,0.0,0.019896874999999998,0.6666666666666666,0.0011208169806446189,0.007519338782892403
0.10837860323985708,0.0,0.0,0.05925925925925926,0.0,-0.16049986111111106,0.0,0.0,0.0321375,0.0,0.3,0.0024092727148809848,0.005874411293233021
0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.04239,0.14285714285714285,0.0048828125,0.00035938241999999994
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13333333333333333,0.040566398775354,0.032401242787394584,0.0,0.0,-0.2318758333333333,-0.0042855345911949685,0.013197716894977174,0.0,0.0,0.3,0.0029903081432329365,0.011004097421478643
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03608247422680413,0.050653594771241824,0.0,0.04273504273504273,0.0,-0.017844444444444444,-0.12640967741935483,0.0,0.03849333333333333,0.0,0.42857142857142855,0.0005853654331156757,0.0038856246439475336
0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.08542000000000002,0.0,0.0,0.0,0.14285714285714285,0.009451795841209826,0.0014593152800000011
0.02717391304347826,0.030392156862745094,0.005933917734322319,0.0,0.0,-0.20254080000000002,-0.0758458064516129,0.14524000000000004,0.0,0.0,0.35714285714285715,0.00022271661061800893,0.016081103964754855
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11940298507462685,0.0,0.0,0.0,0.0,-0.4364031249999999,0.0,0.0,0.0,0.0,0.1111111111111111,0.002851414568946313,0.038089537501953104
0.07246376811594203,0.039800995024875614,0.0,0.0,0.039886039886039885,-0.17851777777777778,0.055495833333333335,0.0,0.0,0.11011190476190476,0.6,0.0009490099249946089,0.01175992056136275
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.09651741293532337,0.0,0.0,0.0,0.0,-0.05079791666666667,0.2857142857142857,0.0018631221999455456,0.0005160856675347224
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.11965811965811965,0.0,0.0,0.0,0.0,0.3303357142857143,0.16666666666666666,0.002863613120023376,0.021824336826530608
0.0,0.0,0.046875,0.06666666666666667,0.0,0.0,0.0,0.31138333333333335,0.29745,0.0,0.4,0.0010158420138888888,0.027825119305555555
0.0,0.12112054329371816,0.0,0.0,0.0,0.0,0.15925069444444445,0.0,0.0,0.0,0.25,0.00293403720155309,0.005072156736207563
0.10955710955710955,0.0,0.016603096253085033,0.0,0.0,-0.12404666666666668,0.0,0.008169294294294296,0.0,0.0,0.21428571428571427,0.0022737858884208954,0.0031921999486982035
0.0995850622406639,0.0677710843373494,0.0,0.0,0.0,-0.2262343749999999,0.0018066666666666715,0.0,0.0,0.0,0.2222222222222222,0.002227122133562183,0.010277924305633672
0.036832412523020254,0.05156537753222836,0.0,0.09999999999999999,0.0,-0.01985666666666666,0.16991309523809525,0.0,-0.2139888888888889,0.0,0.3,0.0017292173281917185,0.01855962995398841
0.0,0.025709219858156027,0.09180217835677457,0.0,0.0,0.0,0.0012011494252873501,-0.012865584415584412,0.0,0.0,0.75,0.0015817045486696134,3.493855339195584e-05
0.0531496062992126,0.060849598163031,0.0,0.0,0.0,-0.08725185185185184,-0.006428301886792453,0.0,0.0,0.0,0.3333333333333333,0.0009820976306896903,0.001474753618956509
0.0977610153256705,0.0,0.02434456928838951,0.0,0.03651685393258427,-0.12660158301158303,0.0,0.007659615384615379,0.0,-0.016863461538461536,1.0,0.0016127847975950218,0.0031705959864442193
0.045,0.0,0.04384123822750554,0.0,0.0,-0.058850925925925925,0.0,0.32746250000000005,0.0,0.0,0.5,0.0005921252618404037,0.024066171210819623
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.06564885496183206,0.07352941176470587,0.0,0.0,0.0,0.10857325581395348,0.2411,0.0,0.2222222222222222,0.0014605571416156653,0.011365771177934018
0.024974515800203875,0.0,0.04157386785449147,0.0,0.039548022598870046,-0.012617006802721091,0.0,-0.005526190476190475,0.0,0.005400000000000003,0.375,0.00041621738383344254,4.66024566152992e-05
0.0423728813559322,0.07549287526839743,0.0,0.0,0.03333333333333333,-0.004112499999999997,-0.051121710526315776,0.0,0.0,-0.005033333333333334,0.5,0.0010083783602499346,0.000482310254813981
0.0,0.1153846153846154,0.17391304347826084,0.0,0.0,0.0,-0.08020833333333334,-0.120275,0.0,0.0,0.5,0.006705182268654711,0.0032151847430555557
0.016983695652173912,0.03056027164685908,0.003708698583951449,0.0,0.06818181818181818,-0.126588,0.022058680555555557,0.09077500000000002,0.0,-0.10536250000000003,0.5,0.0007579929250338717,0.008253675207047494
0.0,0.0,0.0,0.19852941176470587,0.0,0.0,0.0,0.0,0.401975,0.0,0.4,0.007882785467128027,0.03231678012500001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05442176870748298,0.0,0.10110149488591659,0.0,0.0,-0.10816541666666663,0.0,-0.043414814814814816,0.0,0.0,0.6,0.0020864360184173454,0.0022473225482205913
0.10708562777935471,0.0,0.0029669588671611593,0.01951219512195122,0.0,0.03573448107448107,0.0,0.07262000000000002,0.015731666666666665,0.0,0.8333333333333334,0.0021248634363382314,0.0009296571153814923
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.07200000000000001,0.06696428571428571,0.0,0.0,0.0,-0.08821388888888887,0.11302999999999999,0.0,0.0,0.2857142857142857,0.0014515002551020407,0.005108575804691358
0.08053691275167785,0.0,0.05084745762711865,0.0,0.0,-0.2392291666666667,0.0,-0.10066666666666667,0.0,0.0,0.6666666666666666,0.0014048219266866104,0.011064634114583336
0.0,0.0,0.0,0.2375,0.0,0.0,0.0,0.0,-0.0876842105263158,0.0,0.25,0.01128125,0.001537704155124654
0.06296296296296296,0.05263157894736842,0.08888888888888889,0.0,0.0,-0.2087901960784313,-0.014361111111111111,-0.053075000000000004,0.0,0.0,1.5,0.0015682394202964633,0.007839087139775295
0.0959409594095941,0.0,0.0,0.0,0.0,0.022169230769230767,0.0,0.0,0.0,0.0,0.25,0.0018409335384866764,9.829495857988167e-05
0.07427536231884058,0.05156537753222836,0.0,0.03046594982078853,0.0,0.1958528455284554,0.16991309523809525,0.0,-0.05638823529411765,0.0,0.75,0.0010544088647210545,0.012816379296472577
0.0,0.10684931506849316,0.0,0.0,0.0,0.0,-0.008638461538461545,0.0,0.0,0.0,0.2,0.002283355226121224,1.492460355029588e-05
0.12574850299401197,0.0,0.0,0.03333333333333334,0.0,-0.3665559523809522,0.0,0.0,0.007316666666666666,0.0,0.3333333333333333,0.0029655977466225224,0.027151556739228994
0.0,0.0,0.030413625304136258,0.14705882352941177,0.0,0.0,0.0,0.07272200000000001,0.32652000000000003,0.0,0.4,0.004062998040749952,0.020006241192800003
0.03162573976381115,0.030392156862745094,0.0,0.02222222222222222,0.05526315789473685,-0.1358075,-0.0758458064516129,0.0,0.02123,-0.09755714285714287,1.0,0.00039487038773372205,0.004394456149544984
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.11363636363636365,0.0,0.0,0.0,0.0,-0.37562,0.0,0.0,0.16666666666666666,0.0025826446280991736,0.028218076879999998
0.05255255255255256,0.06844106463878327,0.0,0.0,0.0,-0.01308571428571428,0.01537083333333334,0.0,0.0,0.0,0.2857142857142857,0.0011295147571175512,0.00010161352047902496
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07829977628635347,0.08163265306122448,0.0,0.03990610328638498,0.0,-0.07585238095238096,0.02001944444444444,0.0,0.12494901960784315,0.0,0.3333333333333333,0.0016000385666879442,0.005202803191088963
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.11494252873563217,0.0,0.0,0.0,0.0,0.010595000000000005,0.0,0.0,0.1,0.0026423569824283247,2.2450805000000023e-05
0.07710963664668576,0.06316262353998205,0.0,0.0,0.0,0.019417320774463634,-0.05108636363636363,0.0,0.0,0.0,0.5454545454545454,0.0015000379201655376,0.0006965658101218552
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.15476190476190474,0.0,0.0,0.0,0.0,-0.1858384615384615,0.1111111111111111,0.004790249433106575,0.0069071867573964486
0.0,0.0,0.072992700729927,0.0,0.0,0.0,0.0,0.044120000000000006,0.0,0.0,0.16666666666666666,0.0010655868719697374,0.00038931488000000015
0.08333333333333333,0.17613636363636362,0.0311804008908686,0.0,0.0,-0.02865833333333333,-0.24775999999999998,-0.004144642857142856,0.0,0.0,0.3076923076923077,0.005511296140482444,0.01162009475302154
0.06050388090087798,0.02419730107026524,0.0021192563336865423,0.0,0.09347023632737918,-0.042820936957779075,0.012122802197802204,0.05187142857142858,0.0,-0.04368163265306123,1.1666666666666667,0.0016216149594473163,0.0016195000112162973
0.0,0.08106219426974144,0.0,0.02845528455284553,0.0,0.0,0.02182285714285714,0.0,-0.04469285714285715,0.0,0.75,0.0012454917313193888,0.0005922702983673471
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.046875,0.05434782608695652,0.0,0.0,0.0,0.31138333333333335,-0.01015,0.0,0.2857142857142857,0.0007754349302930057,0.019728574638888892
0.0,0.0,0.13953488372093026,0.0,0.0,0.0,0.0,-0.13882083333333334,0.0,0.0,0.25,0.003893996755002706,0.003854244753472222
0.0,0.0,0.014834794335805796,0.0,0.0,0.0,0.0,0.3631000000000001,0.0,0.0,0.125,4.4014224597131145e-05,0.026368322000000013
0.1722707224184444,0.0,0.0,0.0,0.0,-0.10493967346938776,0.0,0.0,0.0,0.0,0.3333333333333333,0.0059354403605145455,0.002202467013572345
0.06133333333333333,0.0581039755351682,0.0,0.0,0.03968253968253969,0.04314492753623187,0.015854385964912277,0.0,0.0,-0.044936,0.21428571428571427,0.0009121821164610699,0.0010231337662762034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06580961331901182,0.029591836734693882,0.0,0.0,0.050636986301369855,0.0819983177570093,0.0010817241379310336,0.0,0.0,0.0439060088691796,1.25,0.0008763103524021659,0.0013568851097942494
0.0,0.07142857142857142,0.17391304347826084,0.0,0.0,0.0,0.032080434782608684,-0.120275,0.0,0.0,0.6666666666666666,0.005827321476794874,0.003484893413516068
0.036,0.0,0.02757111597374179,0.09678873965278449,0.0,-0.054378888888888886,0.0,-0.03309809523809523,0.032778397177419365,0.0,1.6666666666666667,0.0015702924750749866,0.0011321459259612452
0.0,0.0,0.0,0.07888040712468193,0.0,0.0,0.0,0.0,0.040593548387096806,0.0,0.07142857142857142,0.0012444237256311144,0.000329567234131114
0.10061349693251534,0.0,0.0,0.0,0.0,0.013329268292682932,0.0,0.0,0.0,0.0,0.25,0.002024615152997855,3.553387864366451e-05
0.0,0.03799019607843137,0.02884615384615385,0.06659369979158467,0.0,0.0,-0.09480725806451612,-0.04808333333333334,0.07176504145468252,0.0,0.4444444444444444,0.0007873402020683571,0.0038597188825512285
0.05263157894736842,0.03873239436619718,0.0,0.0,0.0,-0.026828947368421053,-0.021554545454545455,0.0,0.0,0.0,0.4,0.0006502015879758282,0.0001790495927748907
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.078125,0.03799019607843137,0.032,0.0,0.05208333333333333,-0.13004000000000002,-0.09480725806451612,0.02764140625000001,0.0,0.035595,0.4444444444444444,0.0008168884996155324,0.005676563915336651
0.06451612903225806,0.05238095238095238,0.0049449314452685985,0.0,0.0,0.15143333333333334,-0.10242121212121212,0.12103333333333337,0.0,0.0,0.6,0.000990363051289956,0.010572033898071627
0.0,0.06111111111111111,0.10344827586206898,0.0,0.0,0.0,0.11264545454545455,0.15961666666666666,0.0,0.0,0.5,0.0022550388279678805,0.0058352865445362705
0.0,0.0,0.11475409836065575,0.0,0.0,0.0,0.0,-0.13842857142857146,0.0,0.0,0.1111111111111111,0.0026337006181134113,0.003832493877551022
0.07545729456947084,0.017361111111111112,0.0018543492919757246,0.02986529811465212,0.05341880341880341,-0.09472233248873871,-0.09106,0.04538750000000001,-0.04738725868725869,-0.010691250000000001,0.8888888888888888,0.0008526065321815854,0.003451447677325017
0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.7466166666666667,0.0,0.25,0.012500000000000002,0.11148728938888888
0.16326530612244894,0.0,0.0,0.0,0.0,-0.3244962499999999,0.0,0.0,0.0,0.0,0.1111111111111111,0.005331112036651393,0.02105956325281248
0.08163265306122447,0.0,0.0,0.0,0.05932203389830507,-0.16224812499999994,0.0,0.0,0.0,0.008100000000000005,0.6666666666666666,0.0015523372491185257,0.0054094337944531196
0.023985239852398525,0.028508771929824563,0.0,0.09692353643966548,0.0,0.005542307692307692,0.03153461538461538,0.0,-0.14161305147058822,0.0,0.5714285714285714,0.0015792732450917303,0.004723461265228984
0.09231891990512679,0.0,0.016603096253085033,0.0,0.0,-0.07409976190476193,0.0,0.008169294294294296,0.0,0.0,0.375,0.0016064111642111177,0.0011720366929355531
0.10344827586206896,0.0,0.0,0.0,0.0,-0.20464000000000002,0.0,0.0,0.0,0.0,0.07692307692307693,0.0021403091557669444,0.008375505920000003
0.06767069356056521,0.05373831775700934,0.0,0.017007611798287345,0.0,-0.010600925925925923,0.025004347826086955,0.0,0.007912062937062939,0.0,0.4,0.0009811390276106898,0.00017515040197771956
0.14772727272727276,0.0,0.0,0.0,0.1153846153846154,-0.014438461538461544,0.0,0.0,0.0,-0.12765833333333335,0.4,0.0053228458604332755,0.0031167048546186724
0.13636363636363635,0.0,0.0,0.0,0.0,-0.47600000000000003,0.0,0.0,0.0,0.0,0.125,0.0037190082644628095,0.0453152
0.04797047970479705,0.040061633281972264,0.0,0.0,0.0,0.011084615384615384,-0.04230817307692307,0.0,0.0,0.0,0.5,0.0005890427002361275,0.0004294670240846891
0.04144611920485289,0.024390243902439022,0.05539380518876952,0.0,0.0,0.05356858974358975,0.06604444444444445,0.019962399503722084,0.0,0.0,1.2,0.0006104469267591031,0.0009334248762475426
0.0,0.0,0.064,0.125,0.0,0.0,0.0,0.05528281250000002,0.37330833333333335,0.0,0.2222222222222222,0.0031442,0.02641930675916884
0.07368647949560812,0.0,0.0,0.0,0.05468119451170298,-0.09973966777408638,0.0,0.0,0.0,-0.0339276923076923,0.4166666666666667,0.0012810195869184784,0.0018814242506910482
0.0,0.0,0.11875,0.0,0.08333333333333333,0.0,0.0,-0.2364421052631579,0.0,-0.0049625000000000025,0.5,0.003219618055555555,0.011068564714768003
0.0,0.0,0.0,0.2375,0.0,0.0,0.0,0.0,-0.0876842105263158,0.0,0.16666666666666666,0.01128125,0.001537704155124654
0.0,0.0871559633027523,0.0,0.0,0.08333333333333333,0.0,0.023781578947368414,0.0,0.0,-0.08330000000000003,0.2857142857142857,0.0021818215825454273,0.0016989912520775632
0.12796663748662582,0.07745504840940524,0.0,0.0,0.0,0.03636673441734426,-0.025387499999999997,0.0,0.0,0.0,0.75,0.003483782756615823,0.0004857389526883629
0.0,0.0,0.02155891773432232,0.0670940170940171,0.0,0.0,0.0,0.14611600000000005,0.16171666666666668,0.0,0.625,0.0008486313732379944,0.0071374939000888905
