care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,moral_nonmoral_ratio,f_var
0.0,0.05161290322580645,0.005100182149362477,0.0,0.0,0.12141053224854374,0.053060442765236915,0.09243555067482834,0.10595990677375416,0.10139069198625884,0.5,0.002456088942905843
0.0,0.0,0.05980861244019138,0.020652173913043477,0.025625,0.12864069369809475,0.08227960277455448,0.017699115044247787,0.059893048128342244,0.06640068941304139,0.5,0.001670674415460742
0.0,0.0,0.095,0.0990990990990991,0.0,0.11049723756906077,0.07692307692307693,0.0,0.0,0.08571428571428573,0.1111111111111111,0.00249873739053311
0.004887218045112782,0.0324882117538705,0.04233803208853782,0.003249097472924188,0.04278616120721384,0.0423728813559322,0.0,0.0,0.04151624548736462,0.0,0.5,0.0004263718885126912
0.024608501118568233,0.03389830508474576,0.03783068783068783,0.04352050871157637,0.03375527426160337,0.03316383534169378,0.03717588253670728,0.017526777020447904,0.020080321285140562,0.03555126968820315,0.5,6.883468199660264e-05
0.07575757575757576,0.1323529411764706,0.116240133939249,0.0,0.11666666666666665,0.050925925925925916,0.05825242718446603,0.0,0.07268170426065163,0.0510204081632653,0.2857142857142857,0.002093119595164943
0.023985239852398525,0.0,0.015567765567765568,0.04156454248366013,0.04217687074829932,0.11009109886987126,0.11987160114595598,0.10320046858912779,0.05379350468397961,0.054483895754626366,1.3333333333333333,0.0017148232902503373
0.034278959810874705,0.0,0.03794037940379404,0.021689497716894976,0.023035230352303523,0.08171673986175339,0.11215553352605845,0.06297253976894696,0.04867724867724868,0.0700354609929078,0.6,0.001095140485758342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.11388536332735204,0.06868847712796758,0.08603896103896103,0.10327692720923985,0.0611343753886977,0.5,0.0023048037513875744
0.03046902971715001,0.030814391991497825,0.0049449314452685985,0.050553161756143015,0.026936477698668138,0.039215686274509796,0.0,0.0535729567821994,0.013745704467353952,0.0,0.6,0.0003908655147267206
0.0452991452991453,0.06314948041566747,0.0,0.0,0.0,0.07960199004975123,0.07407407407407407,0.047961630695443645,0.23977951309141018,0.2471453667105841,1.5,0.008357332729903072
0.09090909090909093,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.3333333333333333,0.25,0.010814280175492293
0.003258145363408521,0.042800431387175764,0.0563399387874125,0.0021660649819494585,0.004048582995951417,0.09325529542920848,0.050653594771241824,0.02359882005899705,0.0477690723928754,0.05939741750358679,3.0,0.0008862246964250847
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22282608695652173,0.07526881720430108,0.1724137931034483,0.08074534161490682,0.14545454545454545,0.0,0.0,0.0,0.0,0.0,1.0,0.007131102862386097
0.0,0.0,0.0,0.0,0.0,0.2469135802469136,0.17647058823529413,0.12162162162162166,0.1352941176470588,0.12037037037037035,0.3333333333333333,0.00839847093051685
0.0,0.0,0.0,0.0,0.0,0.13239551531740182,0.12872300819061802,0.10432602002285005,0.11309734082077644,0.10417956656346748,0.6666666666666666,0.0038522294913368536
0.03496503496503497,0.04666666666666667,0.0,0.0,0.059829059829059825,0.10869565217391304,0.04032258064516129,0.05768283673971927,0.0368969298245614,0.05084745762711865,1.0,0.0009659152290092297
0.009774436090225564,0.007919366450683946,0.014834794335805796,0.006498194945848376,0.012145748987854251,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.402332795317792e-05
0.11216730038022814,0.07587548638132295,0.0,0.10805500982318272,0.0,0.0,0.0,0.0839041095890411,0.0,0.081145584725537,0.25,0.002485920282909421
0.0,0.0,0.16,0.0,0.0,0.2352941176470588,0.02564102564102564,0.0,0.25,0.1176470588235294,0.1,0.010641713944037606
0.0959409594095941,0.0,0.06227106227106227,0.04861111111111111,0.06666666666666668,0.0,0.06343283582089553,0.0,0.0,0.0,0.14285714285714285,0.0013957639889583331
0.004887218045112782,0.003959683225341973,0.007417397167902898,0.08102687525070197,0.11213348055453319,0.03125,0.05172413793103448,0.037037037037037035,0.0,0.0,0.6666666666666666,0.001489416471859165
0.0,0.0,0.0,0.05882352941176471,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.006269223375624761
0.0,0.0960735171261487,0.10856280193236716,0.1038244097106751,0.07797202797202797,0.0752761465324385,0.0,0.0,0.0,0.0,0.4,0.002469348328310267
0.113345521023766,0.12224108658743632,0.09737827715355804,0.07918968692449356,0.07889546351084813,0.0,0.0,0.0,0.0,0.0,0.25,0.0028505673576011085
0.06279544210578694,0.06762665317626654,0.11764585605234461,0.09877613324654136,0.06348307746155192,0.05335740766738942,0.09135070981037988,0.0,0.0,0.027857142857142858,4.0,0.00157062586400099
0.0,0.03206545776205219,0.026395499783643445,0.03401522359657469,0.017341040462427744,0.0778166018591534,0.05147058823529412,0.033962264150943396,0.0375,0.050970873786407765,0.4,0.00044156483002756955
0.0,0.0,0.0,0.0,0.0,0.1062992125984252,0.10294117647058824,0.06792452830188679,0.075,0.10194174757281553,1.0,0.0024339981711996705
0.04615384615384616,0.05844155844155844,0.0,0.0,0.054054054054054064,0.0986842105263158,0.0660377358490566,0.14504076086956522,0.17508802816901406,0.05921052631578948,0.3333333333333333,0.003153920076173872
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1575609756097561,0.08787878787878788,0.17503059975520197,0.14722222222222223,0.05459057071960298,0.5,0.005457192636124737
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2469135802469136,0.17647058823529413,0.12162162162162166,0.1352941176470588,0.12037037037037035,0.3333333333333333,0.00839847093051685
0.04225352112676056,0.056737588652482275,0.023178807947019868,0.0,0.0,0.06145251396648044,0.05426356589147286,0.032163742690058485,0.07757960808328229,0.06878306878306878,0.3333333333333333,0.0007452221753473238
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0775335076822491,0.027729394551661676,0.07901929206616973,0.029081178853585063,0.0525334314807999,0.014740731815078121,0.015762949490356563,0.0,0.015161725067385445,0.014199044791532207,1.0,0.0007683444437937857
0.0,0.0,0.02490464437962755,0.0,0.0,0.044838370449889906,0.03845923905034966,0.018404907975460124,0.041539580082281174,0.04116611685617248,0.5,0.0003875081207755715
0.0,0.14814814814814814,0.1388888888888889,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0038294467306812983
0.03340987604145498,0.03256466391779567,0.04477463023992167,0.03333920385710532,0.019964574898785427,0.08254138521034711,0.0383058259274933,0.02874574423054608,0.03703184204630685,0.06242122872563812,1.6666666666666667,0.0003334396236993032
0.11684434968017056,0.03962264150943396,0.11091904350331316,0.0,0.041176470588235294,0.0,0.04819277108433735,0.0,0.09812710811290609,0.04132231404958678,0.6666666666666666,0.002028687511093121
0.016260162601626018,0.07772988505747126,0.051388249731553926,0.04901960784313725,0.017094017094017092,0.022766985301675407,0.01807909604519774,0.014721345951629862,0.043551695017493064,0.04259259259259259,3.0,0.0004377458899973666
0.04577464788732394,0.059375,0.025179856115107917,0.09854014598540146,0.03515625,0.06716417910447761,0.0558252427184466,0.0603448275862069,0.0375,0.0995260663507109,0.6666666666666666,0.0006256447018323193
0.054263565891472874,0.0,0.03935969868173258,0.048484848484848485,0.0,0.07256900805287901,0.08708560118753093,0.044444444444444446,0.0638888888888889,0.0632849608065973,3.0,0.0008164211352717916
0.002443609022556391,0.07007955113210629,0.016906448475773172,0.050424068049200306,0.029999640405006703,0.05391972686619949,0.0,0.03599054576708208,0.00390625,0.02272727272727273,1.0,0.0005752912464424794
0.0,0.0,0.0,0.12025316455696206,0.0,0.09352517985611512,0.06818181818181818,0.13953488372093026,0.0,0.07575757575757576,0.3333333333333333,0.003148857803050228
0.035271891850839225,0.06833089419365725,0.08169873180654282,0.0731131033079056,0.03495803202983002,0.05808810865339665,0.05809128630705394,0.0,0.0,0.027857142857142858,1.3333333333333333,0.0008386284884184687
0.16393442622950818,0.12745098039215685,0.19166666666666668,0.20610687022900764,0.1415929203539823,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.008152010081625534
0.0,0.0,0.0,0.0,0.0,0.14012738853503184,0.17197452229299362,0.10179640718562874,0.07936507936507936,0.125,0.14285714285714285,0.004808031424472158
0.007575757575757577,0.015957446808510637,0.07215447154471544,0.02884615384615385,0.0,0.1740585935988235,0.0876782531194296,0.09707207207207208,0.08653792752348774,0.08564814814814814,0.5714285714285714,0.002845541339983023
0.11141304347826086,0.03763440860215054,0.08620689655172414,0.04037267080745341,0.07272727272727272,0.07836990595611286,0.04940119760479042,0.04529616724738676,0.058922558922558925,0.06140350877192983,0.5,0.000541374741290463
0.0,0.0,0.0,0.05988023952095808,0.0,0.07096774193548387,0.07746478873239436,0.06164383561643835,0.0,0.05625,0.16666666666666666,0.001216200775141103
0.002443609022556391,0.0019798416126709864,0.01512696781472068,0.001624548736462094,0.01778362825819952,0.06942272004241781,0.08868967745409509,0.0421875,0.06401892568254475,0.05789863115057344,1.0,0.001047625698734572
0.015151515151515154,0.06944444444444445,0.0588235294117647,0.042857142857142864,0.06779661016949153,0.03333333333333334,0.22727272727272724,0.0,0.06666666666666667,0.18181818181818185,0.2222222222222222,0.0052188632370362
0.0,0.0,0.0,0.0,0.0,0.0970873786407767,0.101010101010101,0.1153846153846154,0.02083333333333333,0.04807692307692308,0.5,0.002340626258973908
0.002443609022556391,0.01228911996318645,0.04239778164423126,0.001624548736462094,0.013906002464354868,0.06961355675440727,0.04226495485856936,0.016081871345029242,0.06197102352813618,0.045577905491698587,1.3333333333333333,0.0006069374691073668
0.025,0.02325581395348837,0.05952380952380953,0.07604791780323696,0.0,0.06205250596658711,0.11618257261410787,0.0,0.0,0.09839721254355402,0.4,0.0018134213301729853
0.0,0.035833695180199736,0.024193548387096774,0.044852482059943466,0.03889376646180861,0.06132026179580937,0.07707733105087386,0.05313264108955924,0.02750582750582751,0.02080056179775281,0.8333333333333334,0.00048795339863927936
0.0,0.0,0.0498092887592551,0.0,0.0,0.04422219544523436,0.047288848471069685,0.0,0.045485175202156336,0.04259713437459662,0.3333333333333333,0.0005881847554759137
0.09183673469387756,0.038011695906432746,0.04860186418109188,0.05756578947368421,0.0,0.032138442521631644,0.078125,0.0,0.0,0.12359408339662219,0.2857142857142857,0.0017654008660174683
0.0,0.0,0.0,0.1111111111111111,0.20833333333333331,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.005063591794742587
0.057142857142857134,0.022277227722772276,0.0641025641025641,0.03333333333333334,0.041176470588235294,0.02830188679245283,0.04819277108433735,0.03291139240506329,0.05232558139534884,0.016566265060240965,0.3333333333333333,0.00024318503298720597
0.031990521327014215,0.06716840495414267,0.05438182628724274,0.03526122606679832,0.018564356435643563,0.07652763572490646,0.02525252525252525,0.05384615384615385,0.03344753599114064,0.05471537123110992,0.4444444444444444,0.00035914596546723215
0.0,0.0,0.0,0.1111111111111111,0.20833333333333331,0.07142857142857142,0.0,0.0,0.0,0.0,0.2,0.005063591794742587
0.2325581395348837,0.0,0.11627906976744184,0.0,0.0,0.0,0.045454545454545456,0.0,0.08695652173913042,0.2,0.14285714285714285,0.007869082364719778
0.0,0.0,0.0,0.06451612903225806,0.06666666666666668,0.06944444444444445,0.04395604395604396,0.033707865168539325,0.0,0.0,0.1111111111111111,0.0009725626458163625
0.0,0.025,0.048095238095238094,0.06577861390945502,0.02988505747126437,0.14221542942483006,0.12866234741297747,0.05981510517216032,0.05477619799894682,0.07299008712364621,0.8333333333333334,0.0019447669526110071
0.048097094588322654,0.003959683225341973,0.06060888652960503,0.03198472965683223,0.04253120782726046,0.0,0.017241379310344824,0.0,0.0,0.0,0.3333333333333333,0.0005503069927453735
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05306165498121622,0.04385814398728461,0.0529259237362678,0.01979742173112339,0.0482952944491406,0.09840494645167004,0.06182221211776742,0.03282828282828283,0.07251349261554896,0.08382001530096622,0.6666666666666666,0.000549531487424954
0.0,0.0,0.028368794326241134,0.05925925925925926,0.06516267648864334,0.15966065452190836,0.1129613383336211,0.0940160785711457,0.07298882002673472,0.04556962025316456,0.3,0.0024838467076047713
0.1346153846153846,0.0,0.0,0.0,0.15625,0.0,0.0,0.11666666666666667,0.0847457627118644,0.0,0.14285714285714285,0.004343841674312426
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.025341130604288498,0.032401242787394584,0.020833333333333332,0.0,0.1874787980819058,0.09881882595982001,0.10839018843404809,0.089392386597605,0.13255332421683655,0.3,0.004001969938671448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.031189083820662766,0.0693994965839626,0.07422480620155038,0.07749017701624335,0.043552328586869686,0.08318392350216644,0.050653594771241824,0.02359882005899705,0.03743315508021391,0.04313725490196078,0.42857142857142855,0.00044481020626106424
0.0,0.21739130434782608,0.0,0.0,0.10810810810810813,0.08571428571428573,0.0,0.08333333333333333,0.057471264367816084,0.0,0.14285714285714285,0.005118694643897837
0.003909774436090226,0.0031677465802735782,0.02420314850355309,0.00259927797833935,0.028453805213119233,0.05543478260869565,0.049389518340317656,0.01415929203539823,0.04710444281116152,0.025882352941176467,0.35714285714285715,0.0003957754350442469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.11940298507462685,0.11307420494699645,0.08812260536398467,0.08362369337979095,0.10330578512396696,0.1111111111111111,0.0029683170215948143
0.042357642357642354,0.07091210613598674,0.01977401129943503,0.0,0.039886039886039885,0.07246376811594203,0.026881720430107527,0.03845522449314618,0.04464807852965747,0.043898305084745765,0.6,0.00047059348313981705
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017543859649122806,0.02413793103448276,0.0,0.007874015748031496,0.0,0.022222222222222227,0.05263157894736842,0.02765354800238521,0.02830188679245283,0.09651741293532337,0.2857142857142857,0.0008256971354252904
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06993006993006994,0.09333333333333334,0.0,0.0,0.11965811965811965,0.0,0.0,0.09923664122137403,0.05625,0.0,0.16666666666666666,0.0024123547793152944
0.1001984126984127,0.0604066985645933,0.0860906862745098,0.09523809523809523,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.4,0.0019480931301234289
0.056672760511883,0.12112054329371816,0.04868913857677902,0.03959484346224678,0.03944773175542406,0.0,0.0,0.052083333333333336,0.0,0.0,0.25,0.0014778661691089846
0.06410256410256411,0.0,0.016603096253085033,0.0,0.0,0.06019527726962357,0.055418121904149666,0.032679738562091505,0.02210616951182989,0.03692631751880493,0.21428571428571427,0.0006337155575803286
0.041379310344827586,0.0677710843373494,0.0488599348534202,0.05271084337349398,0.04736842105263158,0.0995850622406639,0.07924528301886792,0.07991803278688525,0.09545454545454543,0.07175925925925926,0.2222222222222222,0.0004185367148209066
0.018181818181818177,0.05156537753222836,0.06156203288490284,0.05724955724955725,0.03527336860670193,0.07849907918968692,0.08361204013377925,0.0,0.09999999999999999,0.06560846560846562,0.3,0.000926421136650562
0.0,0.03805489887050171,0.0,0.024943310657596376,0.04805681736246304,0.08390070622066224,0.03169627307558342,0.11718288901667305,0.06746054035836657,0.03312629399585921,0.75,0.0013392024409058891
0.0,0.0,0.0,0.0,0.0,0.1022293609004396,0.11232018639832513,0.07617717643164515,0.07032275711159737,0.10703947536952123,0.3333333333333333,0.0025957378971337847
0.020018621973929233,0.04587873078288414,0.02434456928838951,0.02433206106870229,0.017605633802816902,0.13306635883712087,0.03521379805964787,0.08128990268393975,0.0812262156448203,0.08743485867067323,1.0,0.0015002597354760918
0.022228258507540524,0.029753334018992765,0.04384123822750554,0.029111166438441426,0.02585704715579763,0.045,0.028571428571428567,0.02,0.02413793103448276,0.013333333333333334,0.5,9.735287839319049e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08432456245744725,0.1114397180971558,0.09395074175428489,0.12792583501358815,0.08161117489475697,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0029395920493018313
0.0,0.04468082640989096,0.022896698615548456,0.016313213703099513,0.039548022598870046,0.09941233288507978,0.03169627307558342,0.06802889430951792,0.051152163783125655,0.05269815943928429,0.375,0.000786208316704033
0.020833333333333332,0.04357798165137615,0.021741862510996607,0.0,0.0,0.08664725777316576,0.08914466158532913,0.035453128746104054,0.06174462681520122,0.09155634537628798,0.5,0.0012665784205429513
0.0,0.0,0.0,0.05555555555555555,0.0,0.14214046822742477,0.2732793522267207,0.2791762013729977,0.1111111111111111,0.09285714285714286,0.5,0.01176055010685901
0.03077998927849789,0.03254011325953007,0.03947153710311019,0.021421970467585483,0.03750749413591155,0.08220108695652173,0.04236115580153163,0.030303030303030307,0.023215343601895734,0.06818181818181818,0.5,0.00038248860475995745
0.08333333333333333,0.034482758620689655,0.10810810810810813,0.19852941176470587,0.05825242718446603,0.05913978494623656,0.03389830508474576,0.030973451327433624,0.0,0.0,0.4,0.003491498048782568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04796411318150449,0.0,0.0,0.0,0.029239766081871343,0.05442176870748298,0.07327898624492023,0.14248599450969388,0.13503568121152695,0.06049499338749292,0.6,0.0026896936338242864
0.10455824549385373,0.0015838732901367891,0.03142117132137361,0.055534056333343115,0.029095816464237523,0.018666666666666668,0.04189566792257564,0.01,0.011904761904761906,0.021001221001221,0.8333333333333334,0.0008926388226973814
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.05241935483870968,0.06696428571428571,0.046052631578947366,0.0,0.08175976921059533,0.07200000000000001,0.046875,0.06692913385826772,0.09666483415796226,0.2857142857142857,0.001020874621394333
